Date,LHD,Rainfall,Tmean,Tmax,Tmin,Elevation,Floodwave,Salmonella,Population,Incidence,Humidity
2013-06-01,Central Coast,103.9,14.06,15.94,12.28,44,4,6,327745,1.830691544,78.24743510555555
2013-07-01,Central Coast,13.3,13.67,16.64,11.12,44,1,5,327745,1.525576286,74.50520882795699
2013-08-01,Central Coast,14.4,14.34,18.46,11.02,44,0,10,327745,3.051152573,62.00934268817205
2013-09-01,Central Coast,31.6,17.92,22.32,14.19,44,0,6,327745,1.830691544,62.62200593194445
2013-10-01,Central Coast,23.0,19.23,24.2,15.13,44,0,12,327745,3.661383087,57.906209314516126
2013-11-01,Central Coast,210.0,18.86,22.26,16.0,44,3,7,327745,2.135806801,74.36614933055556
2013-12-01,Central Coast,19.2,21.29,24.6,18.05,44,0,14,327745,4.271613602,71.69675248521506
2014-01-01,Central Coast,31.0,21.95,25.07,19.45,44,0,18,330377,5.44832116,73.86128049193549
2014-02-01,Central Coast,123.4,21.57,24.06,19.55,44,4,36,330377,10.89664232,78.65222217857142
2014-03-01,Central Coast,101.8,21.22,23.7,19.06,44,2,22,330377,6.659059196,82.04845798387096
2014-04-01,Central Coast,55.2,19.19,21.58,17.11,44,1,10,330377,3.026845089,76.61417864722222
2014-05-01,Central Coast,13.8,17.08,20.05,14.47,44,0,10,330377,3.026845089,71.69260179166666
2014-06-01,Central Coast,26.5,14.54,17.15,12.38,44,0,10,330377,3.026845089,71.06431953055555
2014-07-01,Central Coast,16.2,13.07,16.62,10.31,44,0,8,330377,2.421476071,65.39298774193549
2014-08-01,Central Coast,101.4,13.31,15.75,10.95,44,5,7,330377,2.118791562,76.20902980645161
2014-09-01,Central Coast,37.0,15.55,18.91,12.53,44,0,14,330377,4.237583125,69.91418270416666
2014-10-01,Central Coast,66.8,18.37,22.28,14.97,44,3,9,330377,2.72416058,70.70200539919355
2014-11-01,Central Coast,37.9,20.29,23.99,17.32,44,0,16,330377,4.842952143,73.74075967777777
2014-12-01,Central Coast,142.4,21.45,24.5,18.98,44,4,24,330377,7.264428214,78.00040778494623
2015-01-01,Central Coast,125.4,22.48,25.2,20.3,44,1,25,333264,7.501560325,80.02036545564516
2015-02-01,Central Coast,60.0,21.99,24.21,20.07,44,0,23,333264,6.901435499,80.80464124255953
2015-03-01,Central Coast,85.1,21.07,24.07,18.85,44,0,15,333264,4.500936195,77.06009963306451
2015-04-01,Central Coast,369.3,18.1,20.64,15.89,44,10,11,333264,3.300686543,79.75664039861111
2015-05-01,Central Coast,52.4,15.85,18.37,13.61,44,4,13,333264,3.900811369,73.65540222580645
2015-06-01,Central Coast,57.3,13.93,16.35,11.79,44,3,4,333264,1.200249652,77.61231545833333
2015-07-01,Central Coast,28.7,11.91,14.89,9.34,44,0,3,333264,0.900187239,72.320453922043
2015-08-01,Central Coast,53.7,13.71,17.09,10.79,44,0,2,333264,0.600124826,68.836954375
2015-09-01,Central Coast,56.2,15.02,18.05,12.19,44,0,9,333264,2.700561717,73.34197235555555
2015-10-01,Central Coast,54.0,19.74,23.5,16.74,44,0,6,333264,1.800374478,72.4323143360215
2015-11-01,Central Coast,78.3,20.46,23.95,17.57,44,0,9,333264,2.700561717,76.30569534444444
2015-12-01,Central Coast,86.7,21.1,24.37,18.29,44,1,11,333264,3.300686543,74.29588267473117
2016-01-01,Central Coast,311.0,22.06,25.06,19.42,44,8,16,336611,4.753261183,77.78851768548387
2016-02-01,Central Coast,23.7,22.81,25.54,20.47,44,0,13,336611,3.862024711,77.66378389511495
2016-03-01,Central Coast,43.4,21.88,24.67,19.67,44,0,23,336611,6.83281295,79.55343293010752
2016-04-01,Central Coast,42.5,20.01,22.66,17.76,44,0,14,336611,4.159103535,78.13710416250001
2016-05-01,Central Coast,16.2,17.22,20.77,14.24,44,0,17,336611,5.050340007,67.06664368145161
2016-06-01,Central Coast,156.6,14.26,16.61,12.15,44,5,16,336611,4.753261183,72.41206693055555
2016-07-01,Central Coast,69.6,13.59,16.57,11.01,44,4,9,336611,2.673709415,72.02487681317204
2016-08-01,Central Coast,57.6,13.9,17.09,10.98,44,0,7,336611,2.079551767,72.11740945026882
2016-09-01,Central Coast,66.2,15.91,18.94,13.32,44,0,10,336611,2.970788239,71.64007499583333
2016-10-01,Central Coast,40.4,17.76,21.71,14.09,44,0,14,336611,4.159103535,61.328227486559136
2016-11-01,Central Coast,32.2,20.26,24.3,16.91,44,0,14,336611,4.159103535,68.90437308194444
2016-12-01,Central Coast,73.1,22.62,26.27,19.47,44,1,36,336611,10.69483766,73.15707198655913
2017-01-01,Central Coast,46.6,23.98,27.47,20.95,44,0,64,339236,18.86592225,73.2762098467742
2017-02-01,Central Coast,106.5,23.95,27.33,21.39,44,2,29,339236,8.548621019,75.31623596130952
2017-03-01,Central Coast,219.2,21.58,23.72,19.88,44,6,34,339236,10.02252119,81.91025384946236
2017-04-01,Central Coast,47.2,18.4,20.78,16.03,44,0,15,339236,4.421700527,73.99487150833333
2017-05-01,Central Coast,39.6,16.36,18.7,14.07,44,1,15,339236,4.421700527,74.19470246370969
2017-06-01,Central Coast,69.8,14.34,16.33,12.36,44,5,7,339236,2.063460246,78.61571991805555
2017-07-01,Central Coast,5.3,13.26,16.69,10.33,44,0,5,339236,1.473900176,61.84886662500001
2017-08-01,Central Coast,16.1,13.89,17.42,10.84,44,0,7,339236,2.063460246,58.36760021236559
2017-09-01,Central Coast,3.6,17.23,22.06,13.12,44,0,4,339236,1.179120141,48.72050967638889
2017-10-01,Central Coast,73.2,18.75,22.04,15.87,44,0,15,339236,4.421700527,74.12207570026882
2017-11-01,Central Coast,59.8,19.0,21.72,16.57,44,2,15,339236,4.421700527,75.22877793194445
2017-12-01,Central Coast,106.7,22.33,25.84,19.42,44,2,10,339236,2.947800351,74.44716266263441
2018-01-01,Central Coast,24.0,22.96,26.54,19.97,44,0,20,341741,5.852385286,74.23613803225805
2018-02-01,Central Coast,53.3,22.53,25.86,19.94,44,2,24,341741,7.022862343,71.5037960297619
2018-03-01,Central Coast,79.6,21.89,24.68,19.68,44,3,15,341741,4.389288964,75.29471050537634
2018-04-01,Central Coast,25.6,20.78,23.71,18.43,44,0,14,341741,4.0966697,73.41777619583334
2018-05-01,Central Coast,10.4,16.33,19.5,13.46,44,0,10,341741,2.926192643,68.68374995430108
2018-06-01,Central Coast,47.6,13.6,15.87,11.6,44,3,16,341741,4.681908229,75.31061601805555
2018-07-01,Central Coast,7.5,13.41,17.35,10.17,44,0,8,341741,2.340954114,58.13980494758065
2018-08-01,Central Coast,16.3,13.6,17.25,10.59,44,0,6,341741,1.755715586,57.40230006989247
2018-09-01,Central Coast,59.9,15.38,18.8,12.45,44,2,6,341741,1.755715586,70.91960625277777
2018-10-01,Central Coast,113.8,17.41,20.12,15.13,44,5,9,341741,2.633573379,80.94178465860216
2018-11-01,Central Coast,64.9,19.84,23.05,16.72,44,3,2,341741,0.585238529,71.11672600416667
2018-12-01,Central Coast,66.2,21.92,25.55,18.91,44,0,17,341741,4.974527493,77.18881155645161
2019-01-01,Central Coast,14.7,24.7,28.6,21.86,44,0,11,343970,3.19795331,80.02196246639785
2019-02-01,Central Coast,76.3,22.98,25.96,20.41,44,3,14,343970,4.070122394,71.28728062872024
2019-03-01,Central Coast,92.0,22.01,24.85,19.65,44,4,13,343970,3.779399366,76.22766038575269
2019-04-01,Central Coast,17.4,19.91,22.65,17.37,44,0,16,343970,4.651568451,77.09284714583333
2019-05-01,Central Coast,31.6,16.95,20.3,13.96,44,1,10,343970,2.907230282,68.25212446505377
2019-06-01,Central Coast,40.0,14.51,16.85,12.25,44,3,7,343970,2.035061197,76.24668472638889
2019-07-01,Central Coast,19.0,14.0,17.26,11.24,44,0,6,343970,1.744338169,67.28375716129032
2019-08-01,Central Coast,33.6,13.71,17.37,10.65,44,3,12,343970,3.488676338,63.90581615456989
2019-09-01,Central Coast,50.1,15.88,19.67,12.79,44,2,9,343970,2.616507254,68.91721003611111
2019-10-01,Central Coast,42.9,18.32,22.13,14.89,44,2,17,343970,4.942291479,69.74437997715053
2019-11-01,Central Coast,39.4,20.62,25.02,17.03,44,1,20,343970,5.814460563,64.08904014583334
2019-12-01,Central Coast,11.0,22.17,26.59,18.62,44,0,13,343970,3.779399366,67.90312166129033
2020-01-01,Central Coast,88.8,23.65,27.2,21.0,44,0,16,345857,4.626189437,79.25557204435484
2020-02-01,Central Coast,269.9,22.67,25.09,20.4,44,4,32,345857,9.252378873,78.96694091379311
2020-03-01,Central Coast,134.4,20.38,22.85,18.18,44,2,19,345857,5.493599956,78.45508639247312
2020-04-01,Central Coast,57.3,18.97,22.21,16.03,44,0,12,345857,3.469642078,71.94350610972222
2020-05-01,Central Coast,51.7,15.33,18.09,12.87,44,0,8,345857,2.313094718,73.72349456854839
2020-06-01,Central Coast,52.2,13.66,16.38,11.3,44,1,4,345857,1.156547359,77.33125134861112
2020-07-01,Central Coast,172.8,13.25,15.79,10.84,44,4,2,345857,0.57827368,77.039246
2020-08-01,Central Coast,46.3,13.1,16.75,10.16,44,1,2,345857,0.57827368,66.69782579435484
2020-09-01,Central Coast,39.0,16.44,19.98,13.36,44,0,1,345857,0.28913684,69.35044545277778
2020-10-01,Central Coast,144.7,18.23,21.77,15.16,44,5,5,345857,1.445684199,77.99925231451613
2020-11-01,Central Coast,41.2,20.02,23.78,16.77,44,1,5,345857,1.445684199,74.09418321666666
2020-12-01,Central Coast,151.3,21.01,23.89,18.62,44,1,21,345857,6.071873636,75.48265080645162
2021-01-01,Central Coast,88.8,21.94,24.84,19.33,44,2,19,347475,5.468019282,77.41589171505376
2021-02-01,Central Coast,88.5,21.33,23.6,19.46,44,0,24,347475,6.906971725,79.84315588839286
2021-03-01,Central Coast,318.8,20.4,22.85,18.43,44,9,12,347475,3.453485862,78.32040710349462
2021-04-01,Central Coast,23.1,17.86,20.93,14.94,44,0,8,347475,2.302323908,73.10095295416667
2021-05-01,Central Coast,36.2,15.87,18.45,13.55,44,0,9,347475,2.590114397,74.88986621236559
2021-06-01,Central Coast,54.0,13.38,16.11,10.92,44,0,2,347475,0.575580977,75.91114942638889
2021-07-01,Central Coast,34.6,12.74,15.73,10.16,44,2,6,347475,1.726742931,68.86470456182795
2021-08-01,Central Coast,49.3,14.35,18.29,11.01,44,1,8,347475,2.302323908,66.49126788172043
2021-09-01,Central Coast,35.1,15.98,20.12,12.47,44,0,4,347475,1.151161954,67.03935796666667
2021-10-01,Central Coast,57.0,17.57,21.43,14.22,44,0,9,347475,2.590114397,69.84366614112903
2021-11-01,Central Coast,164.6,18.47,21.27,16.23,44,5,15,347475,4.316857328,78.5453749
2021-12-01,Central Coast,67.5,20.73,23.56,18.19,44,0,17,347475,4.892438305,78.68544544354839
2022-01-01,Central Coast,88.1,22.73,24.96,20.84,44,0,13,349249,3.722272648,81.34281495026882
2022-02-01,Central Coast,143.2,21.91,24.61,19.69,44,0,17,349249,4.867587309,78.689684375
2022-03-01,Central Coast,323.7,20.72,22.53,19.02,44,8,13,349249,3.722272648,82.61219851478495
2022-04-01,Central Coast,139.2,19.0,21.42,16.74,44,2,9,349249,2.576957987,79.87066843333334
2022-05-01,Central Coast,85.3,16.28,18.6,14.06,44,0,6,349249,1.717971991,79.46153215188173
2022-06-01,Central Coast,9.6,12.58,15.67,10.14,44,0,7,349249,2.004300657,69.10211254722222
2022-07-01,Central Coast,274.7,12.97,15.15,11.05,44,7,8,349249,2.290629322,75.70754213575269
2022-08-01,Central Coast,54.3,13.8,16.97,11.15,44,0,9,349249,2.576957987,71.97324771908602
2022-09-01,Central Coast,113.4,15.01,17.8,12.69,44,0,10,349249,2.863286652,75.28084990694444
2022-10-01,Central Coast,155.7,17.29,20.06,14.94,44,1,4,349249,1.145314661,77.32269289112902
2022-11-01,Central Coast,36.2,18.03,21.31,14.86,44,0,10,349249,2.863286652,68.89617639027779
2022-12-01,Central Coast,35.8,19.36,22.47,16.48,44,0,28,349249,8.017202626,71.2989047967258
1991-01-01,Far West,53.9,27.63,33.47,21.6,178,0,0,40236,0.0,40.18482334811828
1991-02-01,Far West,0.0,28.43,35.15,21.3,178,0,3,40236,7.456009544,29.04774118377976
1991-03-01,Far West,4.7,23.39,29.22,17.16,178,0,2,40236,4.970673029,36.838846051075265
1991-04-01,Far West,4.2,18.04,23.91,11.95,178,0,0,40236,0.0,51.07957853055555
1991-05-01,Far West,17.3,13.29,18.36,8.73,178,0,2,40236,4.970673029,69.66601976478495
1991-06-01,Far West,31.4,13.47,17.97,9.65,178,0,1,40236,2.485336515,73.01634055555556
1991-07-01,Far West,19.3,10.56,15.31,6.37,178,0,1,40236,2.485336515,67.85121260483871
1991-08-01,Far West,13.9,12.02,17.3,6.8,178,0,2,40236,4.970673029,56.32362770698925
1991-09-01,Far West,5.8,15.84,22.43,8.96,178,0,0,40236,0.0,43.94252046111112
1991-10-01,Far West,0.0,21.04,27.9,13.63,178,0,0,40236,0.0,33.02407353978494
1991-11-01,Far West,15.6,22.21,28.63,15.65,178,0,0,40236,0.0,35.59481498472223
1991-12-01,Far West,8.5,23.89,29.79,17.35,178,0,0,40236,0.0,35.229403490860214
1992-01-01,Far West,4.6,24.43,30.63,17.52,178,0,0,39649,0.0,32.7185182858871
1992-02-01,Far West,25.5,25.5,31.21,19.88,178,0,0,39649,0.0,44.3778902341954
1992-03-01,Far West,0.0,24.88,30.93,18.49,178,0,3,39649,7.566395117,38.20187727419355
1992-04-01,Far West,13.4,18.87,24.42,13.33,178,0,1,39649,2.522131706,50.7194197875
1992-05-01,Far West,31.4,13.26,18.06,8.77,178,0,2,39649,5.044263411,70.12779290322581
1992-06-01,Far West,5.7,10.95,15.11,7.18,178,0,0,39649,0.0,73.95485056805555
1992-07-01,Far West,4.4,10.6,16.15,5.71,178,0,1,39649,2.522131706,61.20366050268817
1992-08-01,Far West,40.5,10.65,15.65,5.92,178,0,0,39649,0.0,60.52061783870968
1992-09-01,Far West,36.6,12.62,18.1,7.65,178,0,3,39649,7.566395117,60.726085608333335
1992-10-01,Far West,31.8,18.02,23.79,12.13,178,0,1,39649,2.522131706,53.36631690793011
1992-11-01,Far West,54.1,19.06,25.04,12.99,178,0,0,39649,0.0,48.11566523194444
1992-12-01,Far West,109.7,22.81,28.02,17.96,178,0,1,39649,2.522131706,57.74687883024193
1993-01-01,Far West,85.3,25.9,31.85,20.05,178,0,2,39071,5.11888613,55.31768105913979
1993-02-01,Far West,14.4,25.82,31.87,19.69,178,0,3,39071,7.678329196,45.31173083482143
1993-03-01,Far West,19.1,23.01,28.92,16.85,178,0,2,39071,5.11888613,44.07128935887096
1993-04-01,Far West,2.6,20.34,26.65,14.04,178,0,1,39071,2.559443065,45.14447327638889
1993-05-01,Far West,39.6,14.15,19.01,9.68,178,0,1,39071,2.559443065,69.32145094354838
1993-06-01,Far West,2.6,10.37,14.77,6.64,178,0,0,39071,0.0,71.57275996805555
1993-07-01,Far West,44.1,10.64,14.9,6.97,178,0,1,39071,2.559443065,75.89270186290322
1993-08-01,Far West,0.3,13.06,18.9,7.28,178,0,0,39071,0.0,56.09949746639785
1993-09-01,Far West,23.0,14.55,20.04,9.06,178,0,2,39071,5.11888613,59.87059324375001
1993-10-01,Far West,54.4,16.73,22.44,10.97,178,0,3,39071,7.678329196,55.28133624731183
1993-11-01,Far West,2.5,23.35,30.01,16.43,178,0,0,39071,0.0,36.51090768388889
1993-12-01,Far West,50.7,23.12,28.84,17.59,178,0,5,39071,12.79721533,46.97583379919355
1994-01-01,Far West,2.4,26.84,33.31,19.87,178,0,1,38502,2.597267674,30.611926155241935
1994-02-01,Far West,46.2,25.47,31.19,19.81,178,0,0,38502,0.0,50.41645109895834
1994-03-01,Far West,4.0,21.3,27.35,14.9,178,0,0,38502,0.0,43.684977989247315
1994-04-01,Far West,0.0,18.32,24.32,12.06,178,0,0,38502,0.0,48.26662717222222
1994-05-01,Far West,4.7,14.38,20.15,8.77,178,0,0,38502,0.0,54.632071194892475
1994-06-01,Far West,15.9,11.85,16.5,7.6,178,0,1,38502,2.597267674,67.95052285694445
1994-07-01,Far West,3.0,10.19,16.09,4.65,178,0,2,38502,5.194535349,60.69949207795699
1994-08-01,Far West,1.4,11.01,16.72,5.12,178,0,0,38502,0.0,51.41199930241935
1994-09-01,Far West,10.4,14.28,20.52,7.94,178,0,1,38502,2.597267674,45.79859670972222
1994-10-01,Far West,11.4,19.38,25.73,12.44,178,0,2,38502,5.194535349,37.42477085349462
1994-11-01,Far West,15.4,22.48,28.77,16.08,178,0,1,38502,2.597267674,39.347130934027774
1994-12-01,Far West,4.7,27.8,34.27,20.48,178,0,1,38502,2.597267674,27.367283041935483
1995-01-01,Far West,73.9,25.57,31.35,20.19,178,0,2,37940,5.271481286,51.78238490120968
1995-02-01,Far West,6.5,25.81,31.79,19.45,178,0,3,37940,7.907221929,38.054065331101185
1995-03-01,Far West,4.3,21.61,27.3,15.62,178,0,0,37940,0.0,40.44708581048387
1995-04-01,Far West,14.5,15.99,21.51,10.19,178,0,0,37940,0.0,51.79168671666666
1995-05-01,Far West,22.7,13.45,17.27,9.62,178,0,2,37940,5.271481286,72.84848411693548
1995-06-01,Far West,15.0,11.55,15.98,7.8,178,0,0,37940,0.0,69.40201042083334
1995-07-01,Far West,11.8,9.67,14.04,5.62,178,0,0,37940,0.0,68.70219879435484
1995-08-01,Far West,0.8,14.11,20.5,7.93,178,0,0,37940,0.0,53.118218322580645
1995-09-01,Far West,25.2,15.02,20.91,9.21,178,0,1,37940,2.635740643,53.96920377986111
1995-10-01,Far West,32.0,18.09,24.11,11.94,178,0,4,37940,10.54296257,47.93766246706989
1995-11-01,Far West,25.8,22.59,28.8,16.64,178,0,2,37940,5.271481286,45.13732823680555
1995-12-01,Far West,18.1,23.54,29.66,16.66,178,0,0,37940,0.0,32.60135175806452
1996-01-01,Far West,18.3,25.87,32.08,19.22,178,0,1,37387,2.674726509,38.24439866129032
1996-02-01,Far West,6.1,24.16,30.12,17.82,178,0,0,37387,0.0,36.66899371336207
1996-03-01,Far West,2.5,23.41,28.91,17.4,178,0,1,37387,2.674726509,39.763014231182794
1996-04-01,Far West,4.4,16.57,21.91,11.12,178,0,0,37387,0.0,49.804327375
1996-05-01,Far West,5.5,13.65,18.51,8.9,178,0,0,37387,0.0,68.22646777553763
1996-06-01,Far West,10.4,12.39,17.24,7.85,178,0,2,37387,5.349453018,66.60532486388888
1996-07-01,Far West,54.0,10.04,13.99,6.59,178,0,0,37387,0.0,73.46438196908602
1996-08-01,Far West,18.1,11.1,15.94,6.96,178,0,0,37387,0.0,68.7901653360215
1996-09-01,Far West,26.9,15.28,21.73,9.05,178,0,0,37387,0.0,48.85341739472223
1996-10-01,Far West,19.2,18.64,24.81,12.35,178,0,0,37387,0.0,47.91841506787634
1996-11-01,Far West,31.1,20.38,26.67,13.97,178,0,0,37387,0.0,39.87394146388889
1996-12-01,Far West,4.9,25.5,31.91,18.55,178,0,0,37387,0.0,30.35077914448925
1997-01-01,Far West,29.2,26.01,31.94,20.04,178,0,1,36842,2.714293469,42.34023530241935
1997-02-01,Far West,33.1,29.04,34.69,23.36,178,0,0,36842,0.0,42.25337273660715
1997-03-01,Far West,2.6,21.82,27.86,15.71,178,0,0,36842,0.0,41.70075986021505
1997-04-01,Far West,0.0,18.44,24.79,11.62,178,0,2,36842,5.428586939,44.064936233333334
1997-05-01,Far West,44.2,14.27,18.48,10.57,178,0,2,36842,5.428586939,70.3270280389785
1997-06-01,Far West,13.8,11.13,15.98,6.82,178,0,1,36842,2.714293469,69.38721404583333
1997-07-01,Far West,1.1,8.38,14.05,3.14,178,0,1,36842,2.714293469,67.39423375537635
1997-08-01,Far West,10.4,11.27,16.94,5.75,178,0,0,36842,0.0,57.726499223118275
1997-09-01,Far West,33.4,14.82,20.27,9.56,178,0,1,36842,2.714293469,59.23608202083334
1997-10-01,Far West,35.5,19.56,25.6,13.05,178,0,0,36842,0.0,42.84633218951613
1997-11-01,Far West,38.4,24.38,30.89,17.43,178,0,0,36842,0.0,37.27583432541667
1997-12-01,Far West,22.3,26.83,33.23,19.97,178,0,0,36842,0.0,34.440309790994625
1998-01-01,Far West,69.9,26.21,31.68,20.81,178,0,3,36305,8.263324611,47.22615699596774
1998-02-01,Far West,18.8,26.12,32.54,19.41,178,0,1,36305,2.754441537,35.57651429092262
1998-03-01,Far West,1.0,24.16,30.48,17.65,178,0,1,36305,2.754441537,36.56664030174731
1998-04-01,Far West,7.1,17.81,23.31,12.26,178,0,1,36305,2.754441537,50.305618502777776
1998-05-01,Far West,0.8,14.47,19.95,8.91,178,0,1,36305,2.754441537,57.34221280645161
1998-06-01,Far West,6.4,11.01,16.03,6.04,178,0,0,36305,0.0,61.85807937083334
1998-07-01,Far West,46.4,9.51,13.29,6.03,178,0,0,36305,0.0,73.10321688709676
1998-08-01,Far West,6.2,12.33,17.77,7.19,178,0,1,36305,2.754441537,66.18353109408602
1998-09-01,Far West,50.9,15.79,21.11,10.82,178,0,0,36305,0.0,63.07203639722222
1998-10-01,Far West,25.5,18.42,24.15,12.5,178,0,0,36305,0.0,46.103428512768815
1998-11-01,Far West,22.3,21.65,27.85,15.2,178,0,0,36305,0.0,40.81842365069445
1998-12-01,Far West,5.5,25.98,32.13,19.01,178,0,1,36305,2.754441537,31.10988154032258
1999-01-01,Far West,6.8,29.85,36.08,23.23,178,0,0,35776,0.0,34.233990400537635
1999-02-01,Far West,8.9,25.7,31.38,20.0,178,0,0,35776,0.0,43.20922460565476
1999-03-01,Far West,16.4,23.53,29.36,17.94,178,0,4,35776,11.18067979,46.64054738172043
1999-04-01,Far West,0.2,17.0,22.72,10.83,178,0,2,35776,5.590339893,45.725908222916665
1999-05-01,Far West,2.7,15.46,20.88,10.23,178,0,0,35776,0.0,50.483146262096774
1999-06-01,Far West,33.2,11.06,15.93,6.9,178,0,0,35776,0.0,70.23806097916666
1999-07-01,Far West,13.7,10.72,15.34,6.94,178,0,0,35776,0.0,72.66313502016129
1999-08-01,Far West,23.0,12.0,17.62,6.82,178,0,1,35776,2.795169946,61.27803849462366
1999-09-01,Far West,11.4,17.47,23.67,11.11,178,0,2,35776,5.590339893,45.36834817569444
1999-10-01,Far West,31.6,19.1,25.08,13.17,178,0,1,35776,2.795169946,50.84964051209677
1999-11-01,Far West,59.6,19.16,24.46,13.61,178,0,0,35776,0.0,48.934391534722224
1999-12-01,Far West,75.3,22.22,27.47,16.73,178,0,0,35776,0.0,47.955807832661286
2000-01-01,Far West,3.1,24.81,30.55,18.27,178,0,0,35254,0.0,32.32850957056452
2000-02-01,Far West,191.8,27.0,32.14,21.82,178,0,0,35254,0.0,51.212721345402294
2000-03-01,Far West,7.0,23.0,28.47,17.7,178,0,0,35254,0.0,55.81169819623656
2000-04-01,Far West,55.0,17.87,22.65,13.41,178,0,0,35254,0.0,65.06283586111111
2000-05-01,Far West,33.4,12.14,16.24,8.37,178,0,0,35254,0.0,73.1796889610215
2000-06-01,Far West,5.3,10.17,14.75,6.24,178,0,0,35254,0.0,70.6860517611111
2000-07-01,Far West,6.2,10.36,15.38,5.71,178,0,0,35254,0.0,67.91367405376344
2000-08-01,Far West,12.6,11.08,16.67,5.97,178,0,1,35254,2.836557554,62.23456509274194
2000-09-01,Far West,9.8,17.29,24.07,10.66,178,0,1,35254,2.836557554,48.333609134027775
2000-10-01,Far West,23.9,18.22,23.71,12.15,178,0,0,35254,0.0,46.12735741935485
2000-11-01,Far West,15.8,24.12,29.75,18.18,178,0,0,35254,0.0,47.730956629861105
2000-12-01,Far West,3.4,27.18,33.33,19.91,178,0,2,35254,5.673115108,25.61052789717742
